,Cuisine Style,Price Range,Number of Reviews
669,,,1
501,,,
610,,,
607,,,
651,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,48
778,,,
807,,,
901,['Healthy'],$$ - $$$,122
838,,,
251,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,262
263,['Caribbean'],$$ - $$$,11
322,,$$ - $$$,71
196,"['Italian', 'Mediterranean', 'European']",$$$$,1140
482,"['Quick Bites', 'Fast Food', 'Healthy']",$$ - $$$,66
521,"['French', 'Bar', 'Cafe']",$$ - $$$,109
508,['French'],$$ - $$$,2
465,"['French', 'Bar', 'European']",$$ - $$$,47
503,['Spanish'],$$ - $$$,17
167,"['Japanese', 'Asian']",$$ - $$$,22
522,"['Dutch', 'International', 'Vegetarian Friendly']",$$ - $$$,3540
520,"['European', 'Czech', 'Central European']",$$ - $$$,34
558,"['Mexican', 'Fast Food', 'Vegetarian Friendly']",$,39
571,"['Bar', 'Mediterranean', 'European']",$$ - $$$,1094
507,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,55
570,"['African', 'Mediterranean', 'Healthy']",$$ - $$$,153
510,,$$ - $$$,4
618,"['Fast Food', 'Asian', 'Vegetarian Friendly']",$$ - $$$,130
572,"['Italian', 'Pizza', 'Mediterranean']",$,699
609,,,6
538,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,28
505,['Italian'],$$ - $$$,62
641,"['Mediterranean', 'Spanish', 'Fusion']",$$ - $$$,36
556,"['Chinese', 'Sushi', 'Asian']",$,84
613,,$,21
623,,,7
974,"['Italian', 'Spanish', 'Argentinean']",$,30
934,"['Italian', 'Brew Pub', 'Bar']",$$ - $$$,453
605,['International'],$,7
577,"['Cafe', 'Israeli', 'Vegetarian Friendly']",$$ - $$$,111
923,"['Seafood', 'European', 'Scandinavian']",$$ - $$$,119
999,,$$ - $$$,5
636,['American'],$$ - $$$,30
662,"['American', 'Cafe', 'Fast Food']",$$ - $$$,25
625,"['American', 'International']",$$ - $$$,26
574,"['Quick Bites', 'Fast Food', 'Deli']",$,137
560,"['Polish', 'European']",$,8
551,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,103
135,"['Swedish', 'Scandinavian', 'Vegetarian Friendly']",$$ - $$$,184
777,['Italian'],,1
676,,$$ - $$$,27
689,"['Irish', 'International']",$$ - $$$,230
722,['Spanish'],,3
725,"['Argentinean', 'South American']",$,26
593,"['Bar', 'European', 'Pub']",$$ - $$$,415
775,"['European', 'Czech']",,5
733,"['French', 'European', 'Vegetarian Friendly']",$,399
868,"['French', 'Swiss', 'European']",$$ - $$$,18
758,"['Seafood', 'European', 'Gluten Free Options']",$$ - $$$,160
759,"['Irish', 'Fast Food', 'British']",$$ - $$$,31
850,['Thai'],$,17
674,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,231
726,,,2
879,"['Italian', 'Bar', 'Pub']",$,8
678,['Pizza'],$$ - $$$,15
693,"['European', 'Portuguese']",$$ - $$$,15
834,['French'],$$ - $$$,30
754,"['Steakhouse', 'Brazilian', 'Barbecue']",$$ - $$$,170
788,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,357
846,"['Japanese', 'Brazilian', 'Seafood']",$$ - $$$,73
718,"['Italian', 'Pizza']",$,83
802,"['Mediterranean', 'European', 'Central European']",$$ - $$$,57
767,['Vietnamese'],,5
704,"['Cafe', 'European', 'Soups']",$$ - $$$,2121
941,,,6
882,"['European', 'Slovenian', 'Central European']",$,10
707,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$$ - $$$,94
842,['Steakhouse'],$$ - $$$,854
819,"['Irish', 'Bar', 'European']",$$ - $$$,1946
706,['Spanish'],$,70
786,,,1
854,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,175
670,"['Asian', 'Fusion', 'Vegetarian Friendly']",$$ - $$$,215
795,['Cafe'],$$ - $$$,9
720,"['Spanish', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,744
920,"['Dessert', 'European', 'Vegetarian Friendly']",$$ - $$$,49
891,"['Irish', 'Bar', 'International']",$$ - $$$,627
900,"['Lebanese', 'Mediterranean', 'Healthy']",$,621
773,"['Italian', 'Mediterranean', 'Contemporary']",$$ - $$$,574
799,"['African', 'Mediterranean', 'Spanish']",$$ - $$$,932
730,"['Bar', 'Pub']",$$ - $$$,23
696,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,112
762,['Chinese'],,3
875,,,3
959,,,18
827,"['Asian', 'Vietnamese']",$,12
895,"['Italian', 'Steakhouse', 'Pizza']",$$ - $$$,793
835,['Middle Eastern'],$,12
761,"['Cafe', 'Deli', 'Swedish']",$$ - $$$,40
774,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,310
840,"['Quick Bites', 'Italian', 'Pizza']",$$ - $$$,334
747,['Spanish'],$,11
756,"['Chinese', 'Seafood', 'Asian']",$$ - $$$,98
719,"['Mediterranean', 'European', 'Spanish']",$,247
815,"['Quick Bites', 'Fast Food', 'Portuguese']",$$ - $$$,90
808,"['International', 'Spanish']",$$ - $$$,34
814,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,123
672,"['Bar', 'Mediterranean', 'European']",$$ - $$$,67
844,"['French', 'European']",$$ - $$$,185
852,,,2
926,['Mediterranean'],,4
272,"['Moroccan', 'Mediterranean']",$$ - $$$,73
176,,,
812,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",$$ - $$$,212
977,"['Japanese', 'Sushi']",$$ - $$$,13
884,,$$ - $$$,29
904,"['Chinese', 'Japanese', 'Seafood']",$,196
271,,,
955,['Grill'],$$ - $$$,9
988,"['Italian', 'Cafe']",$,15
927,['Contemporary'],,3
837,,$,6
996,['Cafe'],,4
936,['African'],,3
162,,,
476,,,
320,,,
997,"['German', 'Pub']",$,33
288,,,
241,,,
379,,,
638,,,
433,,,
591,,,
537,,,
940,"['Brew Pub', 'Cafe', 'International']",$$ - $$$,814
514,,,
753,"['Italian', 'Seafood', 'International']",$$ - $$$,137
581,"['Italian', 'Pizza', 'Seafood']",$,233
389,"['Chinese', 'Asian', 'Vegetarian Friendly']",$,54
738,"['Mediterranean', 'Gastropub', 'Arabic']",$$ - $$$,193
805,"['Asian', 'Vietnamese', 'Soups']",$,31
739,,,1
709,"['Brew Pub', 'British', 'Pub']",$$ - $$$,2747
749,,,
732,,,
740,,,
724,,,
963,,,
742,,,
713,,,
801,,,
888,,,
789,"['Quick Bites', 'Cafe']",$,11
489,"['Bar', 'International', 'European']",$$ - $$$,148
403,['Spanish'],$$ - $$$,36
886,"['American', 'Bar', 'Barbecue']",$$ - $$$,1425
362,"['American', 'Bar', 'British']",$$ - $$$,251
268,"['British', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,367
582,"['Chinese', 'Asian', 'Shanghai']",$$ - $$$,153
534,"['Bar', 'British', 'Pub']",$$ - $$$,140
527,"['European', 'Spanish', 'Catalan']",$$ - $$$,2677
645,"['Cafe', 'Fast Food', 'Greek']",$,45
567,"['European', 'Russian', 'Eastern European']",$$ - $$$,207
621,"['Seafood', 'Mediterranean', 'European']",$$ - $$$,1948
624,"['European', 'Spanish', 'British']",$$ - $$$,25
629,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,69
654,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,116
649,"['European', 'Vegetarian Friendly', 'Vegan Options']",$,59
548,"['European', 'Portuguese']",$,14
603,"['Japanese', 'Sushi', 'Asian']",$,39
622,"['Asian', 'Korean', 'Vegetarian Friendly']",$$$$,74
586,"['French', 'Bar', 'Cafe']",$$ - $$$,35
633,"['Cafe', 'British', 'Vegetarian Friendly']",$$ - $$$,100
585,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,1707
637,"['Australian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,597
699,"['European', 'Portuguese']",,3
705,,$$ - $$$,11
872,"['Lebanese', 'Moroccan', 'Mediterranean']",$,7
694,"['Chinese', 'Vietnamese']",$,10
817,"['Indian', 'Vegetarian Friendly']",$,24
787,"['Lebanese', 'Mediterranean']",$$ - $$$,5
909,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,62
700,"['Chinese', 'Asian', 'Thai']",$$ - $$$,89
809,"['Irish', 'Bar', 'Pub']",$$ - $$$,359
877,"['Quick Bites', 'Chinese', 'Fast Food']",$$ - $$$,13
723,"['Belgian', 'European']",$$ - $$$,556
863,['Asian'],$,11
839,"['European', 'Czech']",$,8
892,"['Bar', 'Mediterranean', 'European']",$$ - $$$,189
741,"['Dessert', 'Cafe', 'European']",$$ - $$$,67
876,['Brazilian'],$$ - $$$,38
908,"['French', 'European']",$$$$,521
822,['Vietnamese'],$,4
998,"['Lebanese', 'Mediterranean', 'Vegetarian Friendly']",$$ - $$$,21
995,"['Pizza', 'Fast Food']",$,31
584,"['International', 'Mediterranean']",$$ - $$$,46
984,,,12
864,"['Bar', 'International', 'Mediterranean']",$$ - $$$,157
898,['Cafe'],,8
843,"['Quick Bites', 'Fast Food']",$,21
990,"['Fast Food', 'Middle Eastern', 'Vegetarian Friendly']",$,19
487,,,8
971,"['Bar', 'Cafe', 'Mediterranean']",$$ - $$$,238
964,"['Italian', 'Bar', 'Pub']",$,13
932,"['Irish', 'European', 'Vegetarian Friendly']",$$ - $$$,153
950,"['Chinese', 'Japanese', 'Sushi']",$,95
887,['French'],$$$$,7
922,['Middle Eastern'],,94
947,"['Italian', 'Gastropub']",$$ - $$$,18
821,"['Quick Bites', 'Fast Food']",$,37
979,"['Mediterranean', 'European', 'Portuguese']",$,42
912,"['Quick Bites', 'Japanese', 'Sushi']",$,21
855,"['Fast Food', 'Asian', 'Vietnamese']",$,63
946,"['Brazilian', 'Contemporary', 'Fusion']",$$ - $$$,3
930,"['Asian', 'Thai']",$$ - $$$,63
951,,,11
847,['Sushi'],,8
110,,,
858,"['Mediterranean', 'European', 'Vegetarian Friendly']",$$ - $$$,573
764,"['Bar', 'Cafe', 'International']",$$ - $$$,63
983,"['Bar', 'Contemporary', 'Pub']",$,34
881,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,297
575,"['Cafe', 'Healthy', 'Street Food']",$$ - $$$,168
980,['Indian'],$$ - $$$,45
925,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,128
939,['Seafood'],$$ - $$$,61
903,"['Italian', 'Vegetarian Friendly']",$$ - $$$,308
933,"['French', 'Bar', 'Cafe']",$$ - $$$,189
978,"['Bar', 'British', 'Pub']",$$ - $$$,76
430,"['Bar', 'Pizza', 'Healthy']",$$ - $$$,121
896,"['Seafood', 'Mediterranean', 'European']",$$ - $$$,174
987,"['Italian', 'Pizza', 'Cafe']",$$ - $$$,17
905,"['Latin', 'Spanish', 'Chilean']",$$ - $$$,10
849,"['International', 'Mediterranean', 'Spanish']",$$ - $$$,323
480,"['Bar', 'International', 'British']",$$ - $$$,359
965,"['Italian', 'European', 'Vegetarian Friendly']",$$ - $$$,71
957,['French'],$$ - $$$,6
626,"['Japanese', 'Sushi', 'Asian']",,12
937,"['Italian', 'Mediterranean', 'Apulian']",$$ - $$$,139
917,,,2
542,"['Quick Bites', 'Fast Food', 'Portuguese']",$$ - $$$,1791
906,,$$ - $$$,22
859,"['Polish', 'European']",$,22
565,"['Italian', 'Mediterranean', 'Romana']",$,246
986,"['Cafe', 'International', 'European']",$,313
616,"['Lebanese', 'Mediterranean']",,5
599,"['Bar', 'Mediterranean', 'European']",$$ - $$$,912
994,"['Bar', 'Seafood', 'Mediterranean']",$$ - $$$,6980
652,"['Indian', 'Contemporary', 'Healthy']",$$ - $$$,889
907,"['Brew Pub', 'Fast Food', 'Pub']",,898
878,"['Italian', 'Pizza', 'European']",$$ - $$$,495
668,,,
611,,,
691,"['Bar', 'European', 'Deli']",$$ - $$$,167
677,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,185
793,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,164
692,"['Cafe', 'British', 'Vegetarian Friendly']",$$ - $$$,44
690,"['Healthy', 'Vegan Options', 'Gluten Free Options']",$$ - $$$,20
688,"['Mediterranean', 'Barbecue', 'Spanish']",$,72
818,"['French', 'Moroccan', 'Bar']",$,142
869,"['French', 'Bar', 'Pub']",$$ - $$$,65
831,"['Cafe', 'European', 'Scandinavian']",$$ - $$$,29
715,['Gluten Free Options'],$,227
828,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",$,138
976,"['Quick Bites', 'American', 'Cafe']",$,58
845,,,
915,,,
991,,,
515,"['Italian', 'Seafood', 'Mediterranean']",$$$$,2127
594,"['Chinese', 'Asian', 'Vegetarian Friendly']",$$ - $$$,86
600,"['Quick Bites', 'Dutch', 'Fast Food']",$,20
578,"['Italian', 'Pizza', 'Seafood']",$$ - $$$,178
861,"['Bar', 'Mediterranean', 'European']",$$ - $$$,252
962,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,56
985,"['German', 'European', 'Central European']",$$ - $$$,156
973,['Fast Food'],,4
617,"['Italian', 'Pizza', 'European']",$$ - $$$,115
650,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",$$ - $$$,140
640,"['Steakhouse', 'Barbecue', 'European']",$,1126
137,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,204
245,"['German', 'Mediterranean', 'European']",$$ - $$$,108
784,"['Italian', 'Pizza']",$$ - $$$,17
750,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,409
680,"['Chinese', 'Cantonese', 'Vegetarian Friendly']",$$ - $$$,109
885,"['Cafe', 'European', 'Vegetarian Friendly']",$,51
743,"['European', 'Central European', 'Hungarian']",$$ - $$$,39
456,"['French', 'Seafood', 'European']",$$$$,554
687,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,95
425,"['Italian', 'Pizza', 'International']",$,206
771,['Mediterranean'],$$$$,49
766,"['French', 'European', 'Vegetarian Friendly']",$$$$,210
717,"['Mediterranean', 'Turkish', 'Middle Eastern']",$$ - $$$,200
832,"['Pizza', 'Vegetarian Friendly']",$$ - $$$,28
919,['Mediterranean'],$,2
816,['Cafe'],$$ - $$$,13
712,"['French', 'Bar', 'European']",$$ - $$$,232
781,"['Seafood', 'Fast Food', 'British']",$,30
737,"['Romana', 'Lazio', 'Central-Italian']",$$ - $$$,378
811,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,494
768,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,107
871,"['American', 'Bar', 'British']",$$ - $$$,560
686,"['American', 'Bar', 'Cafe']",$$ - $$$,115
803,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$,85
911,"['Italian', 'Mediterranean', 'European']",$$ - $$$,128
399,"['Cafe', 'European', 'Central European']",$$ - $$$,317
772,"['Irish', 'European', 'Vegetarian Friendly']",$$ - $$$,899
796,"['Bakeries', 'Pakistani', 'Vegetarian Friendly']",$,25
865,"['Lebanese', 'Mediterranean', 'Middle Eastern']",$$ - $$$,220
752,"['Bar', 'Cafe', 'Australian']",$$ - $$$,142
857,"['European', 'Vegetarian Friendly']",$$ - $$$,244
820,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",$$ - $$$,28
943,"['French', 'European', 'Asian']",$$ - $$$,11
956,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,198
614,"['Bar', 'Mediterranean', 'Spanish']",$$ - $$$,47
553,"['Bar', 'Cafe', 'Grill', 'Pub']",,14
444,,,
177,,,
657,,,
921,"['Bar', 'Pub']",$$ - $$$,92
440,,,
341,"['Italian', 'Pizza', 'Mediterranean']",$,50
679,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",$$ - $$$,202
833,"['Indian', 'Asian', 'Bangladeshi']",$$ - $$$,53
708,,,
824,,,
721,,,
744,,,
975,"['German', 'Bar', 'European']",$$ - $$$,533
960,"['French', 'European']",$$ - $$$,177
910,,,
873,,,
734,,,
769,,,
889,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,481
748,,,
682,,,
880,,,
798,,,
924,,,
918,"['Healthy', 'Eastern European', 'Central European']",$$ - $$$,16
667,"['Italian', 'American', 'Bar']",$,13
860,"['Italian', 'Mediterranean', 'Deli']",$,503
800,"['Mediterranean', 'European', 'Turkish']",$$ - $$$,39
968,"['French', 'European', 'Vegetarian Friendly']",$$$$,169
493,"['Japanese', 'Asian', 'Healthy']",$$$$,289
948,"['Italian', 'American', 'Fast Food']",$,5
447,"['Bar', 'British']",$$ - $$$,429
471,"['Quick Bites', 'Cafe', 'Deli']",$,52
478,"['Bar', 'European', 'Pub']",$,196
590,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,43
628,"['Seafood', 'Mediterranean', 'European']",$$ - $$$,220
666,"['German', 'Latin', 'South American']",$$ - $$$,36
967,"['Seafood', 'Mediterranean', 'European']",$$ - $$$,258
823,"['Bar', 'European', 'Czech']",$$ - $$$,104
848,"['Bar', 'Pub', 'Czech']",$,68
619,"['Seafood', 'British']",$,1076
596,"['Chinese', 'Fast Food']",$,20
894,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,400
446,,,
954,"['Steakhouse', 'Bar', 'British']",$$ - $$$,41
806,['Italian'],,5
658,,,
746,"['Italian', 'Grill', 'Egyptian']",$$ - $$$,395
770,,,5
573,,,
870,"['Bar', 'British', 'Pub']",$$ - $$$,91
813,"['French', 'Contemporary']",$,20
862,"['Brew Pub', 'Grill', 'Pub']",$$ - $$$,501
836,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,912
856,"['German', 'Austrian', 'European']",$$ - $$$,44
792,"['Italian', 'Pizza', 'European']",$$ - $$$,169
745,"['Cafe', 'Deli']",$$ - $$$,10
735,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,345
794,"['Asian', 'Thai']",$$ - $$$,48
727,"['European', 'Czech', 'Central European']",$$ - $$$,33
779,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,318
765,"['Bar', 'Mediterranean', 'Greek']",$$ - $$$,23
751,"['Seafood', 'Mediterranean', 'European']",$$ - $$$,184
731,['Barbecue'],$,10
866,,$$ - $$$,89
695,"['Mediterranean', 'Fusion', 'Vegetarian Friendly']",$$ - $$$,261
928,"['Italian', 'Cafe', 'European']",$,57
782,"['Fast Food', 'Diner']",$$ - $$$,23
716,"['French', 'Bar', 'European']",$$ - $$$,16
804,"['French', 'Vegetarian Friendly', 'Vegan Options']",$$$$,1183
830,['Spanish'],$,13
944,"['Italian', 'Seafood', 'Mediterranean']",$$$$,417
938,,,
867,,,
890,,,
953,,,
783,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,351
459,['Chinese'],$$$$,29
992,"['German', 'International']",,21
989,,$$ - $$$,6
972,['Cafe'],$$ - $$$,11
826,"['Mediterranean', 'Greek', 'Deli']",$$ - $$$,48
902,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,239
945,"['Japanese', 'Sushi', 'Japanese Fusion']",$$ - $$$,1103
952,"['Cafe', 'Vegetarian Friendly']",$$ - $$$,19
949,"['Quick Bites', 'Pizza', 'Fast Food']",$,15
958,,$,7
810,,,
685,,,
829,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,84
697,"['Quick Bites', 'Italian', 'Vegetarian Friendly']",$$ - $$$,2448
825,,,
942,,,
1000,"['Austrian', 'Bar', 'Cafe']",$$ - $$$,13
1001,"['European', 'Scandinavian']",$$$$,52
1002,['French'],,5
1005,"['Swiss', 'European', 'Central European']",$$ - $$$,49
1013,"['Italian', 'Seafood', 'Lombard']",$$ - $$$,497
1023,"['Bar', 'European', 'Grill']",$$ - $$$,94
1021,,,3
1019,['Grill'],,1
1007,['Pizza'],,17
1014,"['European', 'Czech']",$$ - $$$,12
1044,"['Chinese', 'Seafood', 'Asian']",$,366
1046,"['German', 'Bar']",$$ - $$$,19
1041,"['Fast Food', 'European', 'Hungarian']",$,66
1034,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,48
1054,,$$ - $$$,8
1050,"['Lebanese', 'Mediterranean', 'Middle Eastern']",$$ - $$$,3
1056,['Indian'],,3
1029,,,1
1018,"['Mediterranean', 'European', 'Spanish']",$$$$,812
1012,"['German', 'European']",$$ - $$$,29
1037,,,4
1052,,,1
1043,"['European', 'Vegetarian Friendly']",$$ - $$$,18
1006,"['European', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,47
1030,"['European', 'Portuguese', 'Vegetarian Friendly']",$,184
1055,"['German', 'International', 'Vegetarian Friendly']",$$ - $$$,22
1059,,,6
1047,['Irish'],,8
1017,"['French', 'Gastropub']",$,143
1015,"['Spanish', 'Healthy', 'Catalan']",$$ - $$$,1860
1036,"['Italian', 'Cafe', 'Mediterranean']",$$ - $$$,332
1020,"['American', 'European', 'Vegetarian Friendly']",$$$$,1125
1027,"['Bar', 'International', 'European']",$$ - $$$,35
1060,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,42
1028,"['Fast Food', 'Halal']",,1
1074,['Italian'],,1
1057,,$,5
1119,['Mediterranean'],$$ - $$$,7
1053,['Cafe'],$,17
1040,"['Quick Bites', 'American', 'Fast Food']",,12
1091,"['Italian', 'Mediterranean', 'European']",$$ - $$$,124
1042,"['Italian', 'Vegetarian Friendly', 'Vegan Options']",$,254
1045,"['Quick Bites', 'Fast Food', 'Asian']",$,30
1049,"['Italian', 'Cafe', 'European']",$,39
1024,"['French', 'European', 'Vegetarian Friendly']",$,143
1009,"['Steakhouse', 'British']",$$$$,56
1082,,,6
1113,"['European', 'Czech']",$$ - $$$,11
1066,"['Bar', 'Pub']",$$ - $$$,37
1137,"['Quick Bites', 'Fast Food', 'Vegetarian Friendly']",$,26
1035,"['Mediterranean', 'Lombard', 'Northern-Italian']",$,436
1073,['Cafe'],$,9
1038,"['Italian', 'Mediterranean', 'European']",$$ - $$$,216
1097,,,5
1131,,,4
1069,"['French', 'Contemporary', 'Gastropub']",$$ - $$$,77
1071,"['Chinese', 'Sushi', 'Asian']",$,27
1104,,,2
1099,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,428
1213,['Dessert'],,5
1088,"['Chinese', 'Asian', 'Cantonese']",$$ - $$$,135
1072,,,2
1114,['Chinese'],,6
1031,"['Italian', 'Seafood', 'Mediterranean']",$$$$,933
1105,"['Chinese', 'Asian', 'Szechuan']",$,28
1106,['German'],$,45
1101,"['Italian', 'Steakhouse', 'Barbecue']",$$ - $$$,1236
1058,"['Italian', 'Pizza', 'Fast Food']",$,55
1086,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,82
1182,"['American', 'Diner', 'Vegetarian Friendly']",$$ - $$$,510
1188,"['Pizza', 'Turkish']",$$ - $$$,11
1126,"['Mediterranean', 'Spanish']",$$ - $$$,2
1115,"['Vegetarian Friendly', 'Vegan Options']",$,34
1109,"['Bar', 'International', 'European']",$$ - $$$,32
1123,,,0
1108,"['Healthy', 'Vegetarian Friendly', 'Vegan Options']",$,11
1065,"['Lebanese', 'Mediterranean', 'Middle Eastern']",$$ - $$$,53
1075,"['Cafe', 'Vegetarian Friendly']",$,46
1077,"['Mediterranean', 'European', 'Spanish']",$$$$,248
1177,['Sushi'],$$ - $$$,3
1309,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,85
1204,"['Chinese', 'Imperial Chinese', 'NorthEastern Chinese']",$$ - $$$,13
1111,"['Italian', 'Pizza']",$,9
1087,"['European', 'Russian', 'Eastern European']",$$ - $$$,174
1022,,$,5
1259,"['Italian', 'Vegetarian Friendly']",,36
1096,"['French', 'International', 'European']",$$ - $$$,89
1098,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,98
1157,"['Seafood', 'Portuguese', 'Vegetarian Friendly']",$$ - $$$,1064
1159,,,264
1124,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,38
1083,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,721
1089,"['Specialty Food Market', 'Italian', 'International']",$,217
1076,"['Italian', 'Fast Food', 'Emilian']",$,23
1178,,$$ - $$$,637
1216,,,6
1360,"['Indian', 'Middle Eastern', 'Pakistani']",,28
1078,"['Seafood', 'Portuguese']",$$ - $$$,438
1158,"['Fast Food', 'Spanish']",$,23
1122,"['European', 'Fusion', 'Slovenian']",$$ - $$$,55
1133,"['Bar', 'Pub']",$$ - $$$,7
1491,"['Italian', 'European']",$$ - $$$,65
1170,"['Chinese', 'Seafood', 'Asian']",$,50
1003,,,
1449,"['Bar', 'Pub']",$,1
1079,['French'],,17
1591,,,
1164,"['Cafe', 'European', 'British']",$,155
1329,"['Italian', 'Pizza', 'Vegan Options']",$$ - $$$,116
1375,['Italian'],,3
1153,"['Chinese', 'Sushi', 'Thai']",,4
1219,"['Bar', 'Pizza', 'Spanish']",$$ - $$$,46
1149,"['Italian', 'Pizza', 'Cafe']",$$ - $$$,70
1223,"['Mediterranean', 'Spanish']",$$$$,34
1080,"['Italian', 'Pizza', 'Seafood']",$,164
1239,['American'],$,137
1307,"['Steakhouse', 'British']",$$ - $$$,89
1130,"['Central European', 'Hungarian']",$$ - $$$,39
1335,['Spanish'],$,12
1373,"['Seafood', 'European', 'Swedish']",$$ - $$$,238
1063,"['Lebanese', 'Mediterranean']",,47
1048,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",$$ - $$$,367
1160,"['German', 'Cafe', 'European']",$$ - $$$,123
1093,"['Bar', 'Mediterranean', 'Vegetarian Friendly']",$$ - $$$,350
1062,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,208
1011,"['French', 'European']",$$ - $$$,139
1346,,,14
1192,"['Bar', 'British', 'Pub']",$$ - $$$,97
1209,"['German', 'Cafe', 'European']",$$ - $$$,42
1067,"['Bar', 'Pub', 'Gastropub']",$$ - $$$,1162
1252,,,11
